,program,output
16630,OP5 16 ; OP5 -14 ; OP6 1 -2 3 0 ; OP2 5,0
16631,OP10 4 ; OP12 -9 ; OP6 2 -2 -3 2 1 ; OP5 17 ; OP2 5 ; OP7 4,13
16632,OP5 -20 ; OP5 -6 ; OP11 -5 1 ; OP5 12 ; OP7 2 ; OP3 7 ; OP11 -10 -8 ; OP10 -3 ; OP2 1,-26
16633,OP5 -17 ; OP12 9 ; OP1 1 ; OP12 -20 ; OP1 1,-30
16634,OP5 -16 ; OP2 2 ; OP7 9 ; OP6 -4 -2 -2 3 2 ; OP1 1 ; OP1 0 ; OP4 -3,-48
16635,OP5 2 ; OP2 3 ; OP9 -3 ; OP12 -17 ; OP11 -1 -8 ; OP9 -4 ; OP1 2 ; OP1 5 ; OP3 9 ; OP5 -7,-7
16636,OP5 19 ; OP9 2 ; OP8 5,95
16637,OP5 0 ; OP9 -3 ; OP6 -3 0 -2 -1 ; OP3 9 ; OP7 -15 ; OP1 0 ; OP7 -17 ; OP6 4 -2 0 ; OP12 -19 ; OP2 -5,0
16638,OP5 17 ; OP2 0 ; OP1 1 ; OP1 1 ; OP8 -4 ; OP4 2 ; OP10 -2 ; OP1 6,-140
16639,OP5 14 ; OP11 -7 -9 ; OP8 1 ; OP3 6 ; OP4 -3 ; OP6 -3 3 4 -3 -3 ; OP5 -11 ; OP12 -10,-21
16640,OP9 5 ; OP11 8 -5 ; OP2 2 ; OP7 20 ; OP6 4 -3 3 2 3 ; OP11 -2 8 ; OP11 3 -7 ; OP1 2 ; OP2 -2,-21
16641,OP5 -5 ; OP5 10 ; OP1 1 ; OP4 -3 ; OP6 -3 -2 2 -1,-12
16642,OP5 -13 ; OP12 6 ; OP9 3 ; OP11 -3 -4 ; OP6 -1 -2 ; OP1 1,2
16643,OP7 1 ; OP6 4 -4 ; OP4 4 ; OP2 -3 ; OP3 6 ; OP5 11 ; OP1 1 ; OP10 5,59
16644,OP5 14 ; OP6 0 -2 1 -4 1 ; OP1 1,0
16645,OP5 -4 ; OP9 0 ; OP6 -3 3 -3 ; OP1 0 ; OP5 5 ; OP1 2 ; OP7 8 ; OP4 3 ; OP11 9 -1,-9
16646,OP5 0 ; OP2 4 ; OP1 0 ; OP3 5 ; OP11 1 -3 ; OP12 13,13
16647,OP5 -10 ; OP2 -5 ; OP4 -2 ; OP3 4 ; OP1 2 ; OP5 3 ; OP1 3 ; OP4 0,1
16648,OP5 -4 ; OP2 -3 ; OP10 -2 ; OP1 0 ; OP1 3 ; OP4 0 ; OP3 7 ; OP5 -18,-18
16649,OP5 -14 ; OP2 3 ; OP11 -3 -6 ; OP1 1 ; OP7 1 ; OP1 1 ; OP8 2 ; OP11 -7 -9 ; OP5 -13,-13
16650,OP5 -14 ; OP9 3 ; OP6 4 0 -1 3 3 ; OP3 4 ; OP7 19,-19
16651,OP5 -10 ; OP5 20 ; OP8 1 ; OP8 -1 ; OP3 5 ; OP11 7 10 ; OP7 -18,88
16652,OP5 14 ; OP2 5 ; OP1 1 ; OP4 -4,7
16653,OP5 -9 ; OP2 4 ; OP1 0,-9
16654,OP5 -5 ; OP8 1 ; OP11 -8 1 ; OP3 4 ; OP8 -9 ; OP7 19,53
16655,OP5 13 ; OP12 -11 ; OP11 2 -6 ; OP6 2 1 -2 3 -2 ; OP4 -4 ; OP1 2 ; OP7 -13 ; OP10 5,129
16656,OP5 -11 ; OP6 -1 4 -3 ; OP4 -2 ; OP11 -5 -5 ; OP3 7 ; OP7 18 ; OP10 -1 ; OP12 7,32
16657,OP5 -18 ; OP6 -2 0 2 4 -1 ; OP1 0 ; OP6 -4 0 4 -4 ; OP6 2 3 3 1 4,72
16658,OP5 16 ; OP9 -1 ; OP5 2,2
16659,OP5 -1 ; OP8 3 ; OP12 18 ; OP3 8 ; OP1 0 ; OP1 2 ; OP1 5 ; OP6 3 3 ; OP8 5 ; OP8 8,600
16660,OP5 3 ; OP12 -2 ; OP10 -4 ; OP8 8 ; OP12 3 ; OP9 5,3
16661,OP5 17 ; OP9 -5 ; OP1 1 ; OP1 0 ; OP1 3 ; OP12 15 ; OP12 17 ; OP8 8,392
16662,OP5 15 ; OP2 1 ; OP7 -18,33
16663,OP9 -3 ; OP8 7 ; OP11 -9 -7 ; OP1 0 ; OP10 -3,-185
16664,OP5 -10 ; OP2 5 ; OP12 -20 ; OP1 0,-30
16665,OP5 17 ; OP10 -2 ; OP4 3 ; OP1 2 ; OP1 1 ; OP1 4 ; OP8 7 ; OP9 5,70
16666,OP5 12 ; OP4 1 ; OP1 0 ; OP1 2,6
16667,OP5 -20 ; OP12 -17 ; OP3 6 ; OP6 4 -2 ; OP5 -6 ; OP6 3 -3 -2 ; OP6 -3 0 -3 4 2,0
16668,OP5 12 ; OP6 4 -3 0 4 ; OP5 10,10
16669,OP5 -4 ; OP12 -18 ; OP2 5 ; OP6 2 1 4 3 0 ; OP6 2 0 -2 ; OP4 -3,0
16670,OP5 18 ; OP2 2 ; OP4 3 ; OP5 -1 ; OP3 8 ; OP10 4 ; OP7 1 ; OP2 4 ; OP9 -1,-1
16671,OP5 -1 ; OP12 -16 ; OP10 3 ; OP1 2 ; OP4 0 ; OP7 -5 ; OP11 -7 0 ; OP7 -4 ; OP8 2 ; OP6 -4 -4 -3,-48
16672,OP5 -20 ; OP6 -1 0 -3 3 -2 ; OP1 1 ; OP11 -7 0 ; OP12 15 ; OP1 1 ; OP11 -6 -6,36
16673,OP5 -13 ; OP11 9 2 ; OP7 -20 ; OP10 3 ; OP12 12 ; OP1 2 ; OP10 -5 ; OP11 10 -8,-80
16674,OP5 -2 ; OP5 12 ; OP4 -5 ; OP5 12 ; OP8 2,24
16675,OP5 -15 ; OP2 0 ; OP10 4 ; OP10 -4 ; OP3 5 ; OP3 6 ; OP1 4 ; OP6 2 -3 4,-24
16676,OP5 -5 ; OP2 -1 ; OP11 -1 -3 ; OP8 3 ; OP4 3 ; OP5 8,8
16677,OP5 -12 ; OP7 5 ; OP1 1 ; OP7 1 ; OP8 1 ; OP12 -15 ; OP3 7 ; OP11 -10 -3,30
16678,OP5 2 ; OP2 -1 ; OP10 -5 ; OP5 -14,-14
16679,OP5 -12 ; OP9 -4 ; OP11 4 3 ; OP11 2 6 ; OP1 1 ; OP1 0 ; OP6 3 0 2,0
16680,OP5 11 ; OP6 -3 1 ; OP7 20 ; OP6 1 -3 4 0 ; OP11 5 -6,-30
16681,OP5 -15 ; OP11 6 -10 ; OP11 -1 -1,1
16682,OP5 2 ; OP12 9 ; OP12 0 ; OP7 14 ; OP1 3 ; OP1 3 ; OP11 -8 0,0
16683,OP5 -18 ; OP6 -3 -2 0 4 1 ; OP3 6 ; OP8 -1 ; OP9 3 ; OP4 -5 ; OP6 -1 -1 ; OP12 15,16
16684,OP5 -12 ; OP12 -14 ; OP6 -3 1 -2 2 -3 ; OP5 16 ; OP9 -5 ; OP1 1 ; OP1 5 ; OP12 18 ; OP12 -9,25
16685,OP5 -2 ; OP12 -20 ; OP9 4 ; OP11 6 8 ; OP8 6 ; OP11 -7 -6 ; OP10 4 ; OP1 6 ; OP1 5,172
16686,OP5 -2 ; OP8 -7 ; OP4 -3 ; OP7 -16 ; OP3 8 ; OP8 -8 ; OP7 7 ; OP3 8 ; OP12 -8,15
16687,OP5 9 ; OP2 -3 ; OP5 1 ; OP7 -19 ; OP8 -5 ; OP3 9 ; OP10 -2 ; OP3 9 ; OP3 9 ; OP12 -7,-107
16688,OP5 9 ; OP10 4 ; OP1 0 ; OP5 -2 ; OP1 3 ; OP11 -3 -7 ; OP8 -9 ; OP11 1 10,10
16689,OP5 18 ; OP6 -4 2 ; OP11 8 6 ; OP9 -5 ; OP7 10,38
16690,OP5 -4 ; OP12 -9 ; OP7 20 ; OP5 -1 ; OP11 -8 8,-64
16691,OP5 -14 ; OP2 -4 ; OP5 10,10
16692,OP5 -7 ; OP11 7 10 ; OP5 5,5
16693,OP7 2 ; OP9 -2 ; OP1 1 ; OP6 1 3 -4 -4 ; OP6 -2 -4 3 ; OP12 5,29
16694,OP5 -2 ; OP9 -4 ; OP1 0 ; OP1 0 ; OP8 4 ; OP10 -2 ; OP7 14 ; OP7 6 ; OP2 2,0
16695,OP5 -1 ; OP10 -4 ; OP1 0 ; OP7 9 ; OP10 2 ; OP12 -4 ; OP8 -5 ; OP1 3,-10
16696,OP5 11 ; OP2 2 ; OP12 -12 ; OP3 4 ; OP1 2 ; OP7 20 ; OP4 3 ; OP9 5,-17
16697,OP5 5 ; OP11 10 1 ; OP1 0 ; OP6 -1 0 4 ; OP3 6 ; OP6 4 3 1 0 -2 ; OP10 2 ; OP4 -1,2
16698,OP5 5 ; OP7 -13 ; OP12 18 ; OP11 7 9,63
16699,OP5 8 ; OP12 4 ; OP12 -13,-1
16700,OP5 -2 ; OP9 -1 ; OP9 0 ; OP6 1 0 2 3 -2 ; OP3 5 ; OP7 16,-16
16701,OP5 18 ; OP12 3 ; OP8 7 ; OP4 -5 ; OP5 -16 ; OP9 3 ; OP11 5 10 ; OP5 -4,-4
16702,OP5 -20 ; OP11 2 0 ; OP11 -7 -3 ; OP10 -3 ; OP7 8 ; OP9 1 ; OP3 7 ; OP7 9,-76
16703,OP5 20 ; OP5 -15 ; OP8 -8,120
16704,OP5 2 ; OP10 -4 ; OP1 0 ; OP8 2,-8
16705,OP5 -7 ; OP8 -4 ; OP12 1 ; OP11 -10 1 ; OP7 -7 ; OP7 -20,17
16706,OP5 20 ; OP12 -15 ; OP12 0 ; OP5 -19,-19
16707,OP5 5 ; OP2 -5 ; OP4 1,2
16708,OP5 3 ; OP2 4 ; OP6 0 -2 -1 -3 ; OP12 6 ; OP12 -11 ; OP1 4 ; OP4 3,-8
16709,OP11 -9 -3 ; OP6 -1 -1 3 ; OP3 4 ; OP12 -8 ; OP12 -12 ; OP1 2 ; OP2 -4,-29
16710,OP5 -10 ; OP9 3 ; OP9 3,-10
16711,OP11 -5 -4 ; OP4 2 ; OP5 13 ; OP4 2 ; OP1 0 ; OP1 4 ; OP7 8 ; OP2 3 ; OP6 -1 -2 0 1 4,0
16712,OP5 -12 ; OP11 8 -1 ; OP6 2 4 0 ; OP6 -1 -4 4 ; OP10 3 ; OP4 3 ; OP7 -20 ; OP8 -5 ; OP2 5,-230
16713,OP5 17 ; OP2 3 ; OP8 -3 ; OP1 0,-51
16714,OP5 -4 ; OP9 -4 ; OP7 0 ; OP12 6,2
16715,OP5 6 ; OP8 -1 ; OP7 10 ; OP1 1 ; OP1 0 ; OP9 2,-16
16716,OP5 -4 ; OP9 -2 ; OP7 -20,16
16717,OP5 9 ; OP12 -7 ; OP1 0 ; OP1 0 ; OP4 -3 ; OP1 4 ; OP6 -2 -2 -4 ; OP8 7 ; OP3 9 ; OP8 -4,448
16718,OP5 15 ; OP11 1 8 ; OP6 -2 3 -4 -4 ; OP12 10 ; OP11 -5 -7 ; OP3 8 ; OP11 4 4 ; OP3 8 ; OP11 9 -8,-72
16719,OP5 19 ; OP6 0 4 4 -1 ; OP12 2 ; OP12 -12 ; OP7 -15 ; OP6 2 3 -4 2 ; OP4 5 ; OP3 8 ; OP10 -5 ; OP4 1,62
16720,OP6 2 1 ; OP5 -17 ; OP4 1 ; OP3 4 ; OP9 4,-9
16721,OP5 19 ; OP6 -2 0 -3 ; OP3 3 ; OP10 1 ; OP8 1,4
16722,OP5 1 ; OP7 10 ; OP12 3 ; OP7 -6,0
16723,OP5 12 ; OP11 0 0 ; OP12 -7 ; OP1 2 ; OP1 1,-7
16724,OP5 18 ; OP12 3 ; OP6 -2 4 -3 0 0 ; OP12 -10 ; OP3 6 ; OP1 3 ; OP9 3,-10
16725,OP5 18 ; OP2 -3 ; OP7 3 ; OP7 18,-3
16726,OP5 7 ; OP11 -4 0 ; OP11 -1 6 ; OP1 2 ; OP12 -15 ; OP1 3 ; OP6 1 0 -2,0
16727,OP5 -5 ; OP7 -5 ; OP4 -4 ; OP5 -2 ; OP12 -7 ; OP9 0,-9
16728,OP5 19 ; OP6 -4 -4 -1 ; OP3 4 ; OP11 -7 -8 ; OP12 -9 ; OP5 20,20
16729,OP5 -14 ; OP7 -3 ; OP6 4 -1 3 ; OP10 3 ; OP2 -2 ; OP3 7 ; OP4 4 ; OP8 3,-96
16730,OP5 -19 ; OP6 3 -3 1 ; OP1 0 ; OP10 3 ; OP8 -8,184
16731,OP5 10 ; OP5 -3 ; OP1 1,-3
16732,OP11 4 6 ; OP9 1 ; OP6 3 -4 -2 2 ; OP3 4 ; OP2 0 ; OP6 1 -1 4 -1 0 ; OP7 -2 ; OP3 9 ; OP7 -1 ; OP1 2,3
16733,OP5 -19 ; OP9 3 ; OP10 1 ; OP5 16 ; OP11 -7 -4 ; OP6 2 -4 2 -2 -4 ; OP12 -17 ; OP2 -2,-145
16734,OP5 -16 ; OP9 5 ; OP12 18 ; OP5 -17 ; OP8 4 ; OP5 -4 ; OP9 3,-4
16735,OP5 4 ; OP8 -6 ; OP1 1 ; OP6 -2 2 ; OP5 14,14
16736,OP5 9 ; OP9 3 ; OP11 4 5 ; OP4 -4 ; OP1 2 ; OP1 2 ; OP5 -8 ; OP8 -4,32
16737,OP5 -3 ; OP11 -2 -7 ; OP5 3 ; OP11 -4 3 ; OP1 3,-12
16738,OP5 20 ; OP6 4 4 ; OP3 8 ; OP2 2 ; OP9 -3 ; OP6 -1 1 ; OP8 7 ; OP11 -5 -6 ; OP8 7,112
16739,OP5 -3 ; OP9 -5 ; OP7 15 ; OP8 3 ; OP1 2 ; OP10 -5 ; OP5 -3 ; OP4 -1 ; OP8 1 ; OP5 -11,-11
16740,OP5 -17 ; OP11 1 -7 ; OP11 -1 -7 ; OP12 13,20
16741,OP5 -6 ; OP12 -9 ; OP8 6 ; OP5 4 ; OP8 -3,-12
16742,OP5 11 ; OP2 4 ; OP5 -12 ; OP2 -4,-12
16743,OP7 13 ; OP6 -3 0 ; OP8 -4 ; OP11 -2 -8,16
16744,OP5 -14 ; OP10 5 ; OP10 5 ; OP6 -2 2 2 ; OP12 15 ; OP10 0,4
16745,OP5 4 ; OP9 -4 ; OP1 0 ; OP8 5 ; OP9 -2,20
16746,OP5 -19 ; OP9 -5 ; OP7 1 ; OP4 3 ; OP10 4 ; OP8 1 ; OP1 2,-72
16747,OP5 -19 ; OP10 -2 ; OP2 5 ; OP3 4 ; OP1 2 ; OP1 2 ; OP7 15,27
16748,OP5 -3 ; OP9 -4 ; OP10 -5 ; OP4 -4 ; OP4 0 ; OP5 1 ; OP6 -2 3 1,-6
16749,OP5 -8 ; OP9 2 ; OP1 0 ; OP1 2 ; OP11 5 -5 ; OP6 1 -2 ; OP4 -1 ; OP1 1,-1
16750,OP5 6 ; OP2 3 ; OP4 -4 ; OP3 5 ; OP1 1 ; OP7 14 ; OP11 10 3 ; OP10 4 ; OP11 1 6,6
16751,OP5 -19 ; OP12 -15 ; OP3 3 ; OP1 0 ; OP1 2 ; OP4 1 ; OP12 -8 ; OP1 5 ; OP1 1 ; OP5 3,3
16752,OP5 2 ; OP8 -3 ; OP1 0 ; OP11 5 6 ; OP3 7 ; OP7 -10 ; OP2 -1 ; OP11 -9 7 ; OP1 0,-63
16753,OP5 11 ; OP6 -4 -2 ; OP9 1 ; OP3 4 ; OP7 14 ; OP5 -19,-19
16754,OP5 6 ; OP2 2 ; OP4 -1 ; OP11 0 -9 ; OP4 4 ; OP11 -1 4,-4
16755,OP5 4 ; OP8 5 ; OP1 0 ; OP10 5 ; OP1 2 ; OP6 1 -3 -1 4,12
16756,OP2 5 ; OP11 -3 0 ; OP10 -3 ; OP1 0 ; OP3 7 ; OP5 7 ; OP1 2 ; OP5 3,3
16757,OP5 7 ; OP6 3 0 0 2 1 ; OP11 6 6 ; OP10 -4 ; OP6 -2 -1 3 2 ; OP1 1 ; OP1 3 ; OP4 -4 ; OP3 9 ; OP8 6,36
16758,OP5 -9 ; OP7 0 ; OP5 -1 ; OP8 5 ; OP10 -4 ; OP11 2 6 ; OP6 0 2 2 -2 -4 ; OP7 3,-3
16759,OP6 -2 -4 1 ; OP12 13 ; OP7 10,11
16760,OP5 -9 ; OP2 1 ; OP11 -6 1 ; OP6 -1 -4 2 -2 ; OP12 -16,-32
16761,OP5 -1 ; OP11 -6 7 ; OP1 1 ; OP10 -5,214
16762,OP5 -4 ; OP9 -3 ; OP12 -17,-21
16763,OP5 10 ; OP9 1 ; OP3 3 ; OP7 16 ; OP7 18 ; OP1 0 ; OP1 5,-24
16764,OP11 -4 5 ; OP2 -3 ; OP4 -5 ; OP8 -3,30
16765,OP5 13 ; OP2 3 ; OP1 0 ; OP2 4,13
16766,OP5 18 ; OP5 20 ; OP1 0 ; OP9 -4 ; OP1 2 ; OP12 14 ; OP3 7 ; OP4 3 ; OP1 5,15
16767,OP5 18 ; OP2 -1 ; OP6 4 1 ; OP1 0 ; OP6 2 4 -1 ; OP8 2 ; OP12 4 ; OP3 8 ; OP7 9,-21
16768,OP5 -7 ; OP6 0 -2 -1 4 ; OP1 1 ; OP1 1 ; OP1 1,0
16769,OP5 -13 ; OP2 -1 ; OP12 5 ; OP4 1 ; OP3 5 ; OP12 16,12
16770,OP5 18 ; OP10 1 ; OP12 -11 ; OP7 5 ; OP4 -3 ; OP11 -2 4 ; OP6 -2 -1 -1 ; OP4 1 ; OP4 3 ; OP12 -5,-6
16771,OP2 -1 ; OP8 -2 ; OP2 1,0
16772,OP5 20 ; OP9 -5 ; OP12 -12 ; OP6 -2 1 -2 ; OP12 -10,-6
16773,OP5 12 ; OP2 2 ; OP12 3,15
16774,OP5 -2 ; OP9 5 ; OP5 -8 ; OP11 -4 5 ; OP10 -2 ; OP11 9 2,18
16775,OP5 -6 ; OP6 0 0 -3 4 ; OP5 3 ; OP5 2 ; OP7 3 ; OP3 7 ; OP4 -1 ; OP4 4,-1
16776,OP5 20 ; OP2 -2 ; OP5 2,2
16777,OP5 10 ; OP9 -3 ; OP12 17 ; OP10 -1 ; OP11 -10 2 ; OP1 4 ; OP1 1,-20
16778,OP5 3 ; OP2 1 ; OP1 0 ; OP1 2,3
16779,OP5 14 ; OP12 19 ; OP1 1 ; OP1 0 ; OP5 -6 ; OP11 8 3 ; OP11 -10 -5,50
16780,OP5 -14 ; OP9 2 ; OP5 2 ; OP6 3 4 -2 0 ; OP9 -3 ; OP8 7,0
16781,OP5 1 ; OP7 17 ; OP12 13 ; OP10 1 ; OP3 5 ; OP11 -9 7,-63
16782,OP5 6 ; OP9 1 ; OP11 -4 6 ; OP7 -13 ; OP8 8 ; OP1 4 ; OP7 3,-707
16783,OP5 20 ; OP12 -20 ; OP7 -4 ; OP11 -6 10 ; OP5 -7 ; OP12 -10 ; OP8 7 ; OP5 -6 ; OP1 3,-6
16784,OP5 4 ; OP2 3 ; OP10 5 ; OP11 3 5,15
16785,OP5 -8 ; OP2 -3 ; OP1 0 ; OP6 -4 4 ; OP1 0 ; OP6 4 0 1 -4 ; OP10 -2,4
16786,OP5 12 ; OP8 -8 ; OP1 1 ; OP11 0 8 ; OP8 -8,0
16787,OP5 -6 ; OP4 4 ; OP1 0 ; OP6 0 4 1 4 -1 ; OP1 3 ; OP12 6 ; OP12 -10 ; OP4 5 ; OP6 2 -4 2 ; OP9 1,-16
16788,OP5 15 ; OP7 -18 ; OP11 -7 1 ; OP8 3 ; OP2 -3,-21
16789,OP5 5 ; OP5 20 ; OP12 -8 ; OP4 -5 ; OP6 4 4 ; OP12 -18,-2
16790,OP5 7 ; OP5 -3 ; OP4 0 ; OP1 1 ; OP11 -6 2 ; OP5 6 ; OP3 7 ; OP8 -1 ; OP9 0 ; OP8 -8,48
16791,OP5 10 ; OP2 0 ; OP10 -1 ; OP7 -14 ; OP1 3 ; OP10 4 ; OP11 -4 -4 ; OP11 -10 -3,30
16792,OP5 18 ; OP10 4 ; OP7 14 ; OP8 2 ; OP12 1 ; OP7 -2 ; OP5 -15 ; OP1 6 ; OP7 8 ; OP12 -3,-26
16793,OP5 -3 ; OP12 -18 ; OP7 4 ; OP1 2 ; OP1 0 ; OP12 -14,-39
16794,OP5 -15 ; OP2 -1 ; OP3 3 ; OP1 0,-15
16795,OP5 16 ; OP8 4 ; OP8 4 ; OP1 1 ; OP1 1 ; OP4 -5 ; OP8 3 ; OP11 3 3 ; OP1 4,9
16796,OP5 7 ; OP7 -3 ; OP12 -3,7
16797,OP5 16 ; OP4 -1 ; OP9 0,8
16798,OP5 14 ; OP10 1 ; OP5 -8,-8
16799,OP5 -4 ; OP10 2 ; OP10 -2 ; OP12 -16 ; OP11 -5 -9,45
16800,OP5 -5 ; OP9 0 ; OP6 3 2 2 -2,-24
16801,OP5 10 ; OP11 -10 7 ; OP1 0,-70
16802,OP5 -16 ; OP2 -1 ; OP1 1 ; OP7 4 ; OP3 5 ; OP1 1 ; OP1 4 ; OP10 -2 ; OP6 4 -2 -2 -2 4 ; OP2 3,-128
16803,OP5 11 ; OP8 -9 ; OP4 -5 ; OP1 0 ; OP6 2 -2 0 ; OP11 -2 -8,16
16804,OP5 12 ; OP9 -5 ; OP1 0,12
16805,OP5 -3 ; OP8 -4 ; OP6 -1 -3 0 2 ; OP6 4 -2 2 -1 1 ; OP1 1 ; OP11 8 -1 ; OP5 12,12
16806,OP5 -8 ; OP11 5 7 ; OP5 -19 ; OP1 2 ; OP11 -3 -8,24
16807,OP5 12 ; OP2 3 ; OP1 1 ; OP3 4 ; OP11 9 7 ; OP8 2 ; OP11 -9 -10,90
16808,OP2 1 ; OP2 0 ; OP6 -4 2 -1 3 ; OP4 5 ; OP8 5 ; OP11 -7 -10 ; OP7 -18 ; OP11 4 10,40
16809,OP5 8 ; OP10 -1 ; OP5 14,14
16810,OP5 3 ; OP7 -5 ; OP6 -1 -3 -2 ; OP11 0 10 ; OP1 0,0
16811,OP5 7 ; OP5 -3 ; OP11 6 -2,-12
16812,OP5 -7 ; OP2 -2 ; OP5 3 ; OP6 -3 -1 1 -4,-12
16813,OP5 10 ; OP11 4 8 ; OP4 -3,16
16814,OP4 -4 ; OP6 -1 -4 4 ; OP8 8 ; OP11 7 5 ; OP1 1,35
16815,OP5 -17 ; OP9 -2 ; OP5 -20 ; OP8 7 ; OP1 3 ; OP7 -3 ; OP11 -3 -2 ; OP5 -9 ; OP8 -7,63
16816,OP5 -1 ; OP8 1 ; OP7 11 ; OP8 -4 ; OP6 2 3 2 -2 3 ; OP3 6 ; OP12 18,-54
16817,OP5 4 ; OP8 3 ; OP11 7 -6 ; OP11 5 1 ; OP7 -7 ; OP3 6 ; OP4 1 ; OP8 -7 ; OP5 -7 ; OP6 1 2 3,6
16818,OP5 15 ; OP4 -1 ; OP3 3 ; OP4 -1 ; OP1 3 ; OP11 0 4,0
16819,OP5 19 ; OP2 -1 ; OP7 1 ; OP12 -6,12
16820,OP5 -6 ; OP9 2 ; OP8 -2 ; OP6 2 -4 -2 1 ; OP7 1 ; OP10 1 ; OP7 -9,28
16821,OP5 7 ; OP10 5 ; OP11 1 9,9
16822,OP5 -15 ; OP7 19 ; OP3 3 ; OP3 4 ; OP7 -10 ; OP7 10,-34
16823,OP5 -5 ; OP5 19 ; OP1 1 ; OP10 -4,-72
16824,OP5 18 ; OP9 4 ; OP1 0 ; OP12 9,27
16825,OP5 -8 ; OP4 -1 ; OP3 4 ; OP11 -5 -1 ; OP1 3 ; OP10 -4 ; OP1 2 ; OP8 -1 ; OP5 -19,-19
16826,OP8 7 ; OP12 -6 ; OP7 18,-24
16827,OP5 0 ; OP8 1 ; OP12 9 ; OP8 -4 ; OP10 -3 ; OP7 19 ; OP10 -1,-89
16828,OP5 -6 ; OP5 10 ; OP4 -5 ; OP4 4 ; OP7 17 ; OP11 -1 -6 ; OP9 -5 ; OP8 2 ; OP11 5 3 ; OP2 4,15
16829,OP5 -17 ; OP2 -4 ; OP6 0 2 1 -2 ; OP1 1,0
16830,OP5 1 ; OP6 -3 1 ; OP10 2 ; OP3 4 ; OP6 2 -2 2 ; OP11 -3 -7 ; OP7 -18,39
16831,OP5 -19 ; OP5 -1 ; OP11 -5 3 ; OP3 4 ; OP1 1 ; OP10 1 ; OP6 -1 0 -1 -1 2 ; OP1 0 ; OP1 3,0
16832,OP5 0 ; OP11 3 7 ; OP6 1 1 ; OP1 1 ; OP11 -2 -1 ; OP7 -16,18
16833,OP5 -9 ; OP12 7 ; OP1 0 ; OP4 -4 ; OP3 5 ; OP1 0,-1
16834,OP5 -17 ; OP5 7 ; OP1 0 ; OP9 0 ; OP12 7 ; OP4 2,7
16835,OP5 -10 ; OP9 -1 ; OP7 -13,3
16836,OP5 0 ; OP5 14 ; OP1 0 ; OP1 1 ; OP10 -4 ; OP9 -1,-52
16837,OP5 -1 ; OP5 12 ; OP4 1 ; OP1 0 ; OP4 -1 ; OP6 -1 0 3 2 ; OP9 3,0
16838,OP11 -1 -1 ; OP2 0 ; OP2 2 ; OP4 2 ; OP6 -4 -4 4 ; OP1 1 ; OP10 -1 ; OP1 1 ; OP6 -1 1 2 -4 -4,-32
16839,OP5 -3 ; OP12 -18 ; OP1 1 ; OP11 9 8 ; OP1 0,72
16840,OP5 6 ; OP10 -2 ; OP1 0 ; OP3 5 ; OP7 -15 ; OP10 -3 ; OP1 0,-17
16841,OP5 -4 ; OP8 3 ; OP3 8 ; OP1 1 ; OP12 7 ; OP11 -2 -3 ; OP1 4 ; OP6 -1 0 1 ; OP10 -1,16
16842,OP5 -17 ; OP8 -5 ; OP6 3 3 4 4 ; OP12 10 ; OP4 3,77
16843,OP5 -5 ; OP6 -3 0 1 -3 3 ; OP3 3 ; OP11 8 6 ; OP2 0,48
16844,OP5 -5 ; OP9 2 ; OP3 3 ; OP11 -4 3 ; OP1 1,-12
16845,OP5 5 ; OP9 -1 ; OP4 -4 ; OP11 2 -4 ; OP12 20 ; OP12 17 ; OP2 3 ; OP9 4,29
16846,OP5 -8 ; OP2 -1 ; OP4 4 ; OP5 -14 ; OP1 1 ; OP1 0,-14
16847,OP5 7 ; OP9 1 ; OP2 -1 ; OP6 0 3 -4 ; OP1 1 ; OP1 4 ; OP11 -3 -8 ; OP3 9 ; OP11 2 4 ; OP11 -10 -4,40
16848,OP9 -5 ; OP5 -1 ; OP1 0 ; OP1 2 ; OP8 -2 ; OP3 6 ; OP12 -15 ; OP12 9 ; OP6 0 1 -2,0
16849,OP5 4 ; OP10 2 ; OP8 9 ; OP11 4 0 ; OP5 -3 ; OP4 2 ; OP3 7 ; OP8 -8 ; OP7 2,14
16850,OP5 -19 ; OP8 -3 ; OP1 0,57
16851,OP5 3 ; OP5 0 ; OP1 1 ; OP10 5,4
16852,OP5 13 ; OP6 -1 0 ; OP1 0 ; OP1 2 ; OP8 -4 ; OP1 0,0
16853,OP5 18 ; OP11 -1 3 ; OP1 0 ; OP1 1 ; OP1 3 ; OP12 -19 ; OP6 2 0 3 -3 -3 ; OP5 1 ; OP1 5,1
16854,OP5 -20 ; OP6 2 -1 3 -1 4 ; OP2 -2 ; OP5 -7 ; OP7 16 ; OP3 8 ; OP7 18 ; OP3 8 ; OP11 -7 6,-42
16855,OP5 14 ; OP9 3 ; OP1 1 ; OP10 -4 ; OP11 10 -7 ; OP11 -7 3 ; OP11 -3 -9,27
16856,OP5 19 ; OP9 1 ; OP1 1,19
16857,OP5 -2 ; OP2 2 ; OP1 0 ; OP6 -2 -2 0 ; OP8 4 ; OP7 20 ; OP1 1,-20
16858,OP5 -18 ; OP12 7 ; OP4 0 ; OP11 -9 1 ; OP5 18 ; OP4 -3 ; OP6 -4 3 -4 -2 ; OP12 19 ; OP1 2,-77
16859,OP5 -7 ; OP9 3 ; OP7 -20,13
